1150099,2,568735,10,10,369220,768240,0,0,0,0,0,0,0,0,0,1150099
1150949,2,558740,10,10,359225,758245,0,0,0,0,0,0,0,0,0,1150949
1150174,2,548750,10,10,349235,748255,0,0,0,0,0,0,0,0,0,1150174
1151019,2,538755,10,10,339240,738260,0,0,0,0,0,0,0,0,0,1151019
1150745,2,528760,10,10,329245,728265,0,0,0,0,0,0,0,0,0,1150745
1149967,2,518765,10,10,319250,718270,0,0,0,0,0,0,0,0,0,1149967
1150819,2,508770,10,10,309260,708275,0,0,0,0,0,0,0,0,0,1150819
1150046,2,498775,10,10,299260,698280,0,0,0,0,0,0,0,0,0,1150046
1150707,2,488780,10,10,289265,688285,0,0,0,0,0,0,0,0,0,1150707
1150431,2,478790,10,10,279275,678295,0,0,0,0,0,0,0,0,0,1150431
1150765,2,468795,10,10,269285,668300,0,0,0,0,0,0,0,0,0,1150765
1150498,2,458800,10,10,259285,658305,0,0,0,0,0,0,0,0,0,1150498
1149288,2,448805,10,10,249290,648310,0,0,0,0,0,0,0,0,0,1149288
1149522,2,438815,10,10,239300,638320,0,0,0,0,0,0,0,0,0,1149522
1149343,2,428820,10,10,229310,628325,0,0,0,0,0,0,0,0,0,1149343
1149568,2,418830,10,10,219315,618335,0,0,0,0,0,0,0,0,0,1149568
1148493,2,408840,10,10,209325,608345,0,0,0,0,0,0,0,0,0,1148493
1148259,2,398850,10,10,199340,598350,0,0,0,0,0,0,0,0,0,1148259
1148382,2,388865,10,10,189355,588365,0,0,0,0,0,0,0,0,0,1148382
1148166,2,378880,10,10,179370,578385,0,0,0,0,0,0,0,0,0,1148166
1148861,2,368900,10,10,169390,568400,0,0,0,0,0,0,0,0,0,1148861
1148218,2,358920,10,10,159410,558420,0,0,0,0,0,0,0,0,0,1148218
1148922,2,348950,10,10,149445,548450,0,0,0,0,0,0,0,0,0,1148922
1148279,2,338985,10,10,139475,538485,0,0,0,0,0,0,0,0,0,1148279
1148985,2,329030,10,10,129525,528525,0,0,0,0,0,0,0,0,0,1148985
1148754,2,319080,10,10,119580,518570,0,0,0,0,0,0,0,0,0,1148754
1149036,2,309150,10,10,109660,508635,0,0,0,0,0,0,0,0,0,1149036
1148812,2,299230,10,10,99750,498700,0,0,0,0,0,0,0,0,0,1148812
1147183,2,289330,10,10,89870,488785,0,0,0,0,0,0,0,0,0,1147183
1147088,2,279455,10,10,80030,478870,0,0,0,0,0,0,0,0,0,1147088
1147359,2,269610,10,10,70230,468985,0,0,0,0,0,0,0,0,0,1147359
1147256,2,259795,10,10,60480,459100,0,0,0,0,0,0,0,0,0,1147256
1147502,2,250020,10,10,50805,449225,0,0,0,0,0,0,0,0,0,1147502
1147728,2,240290,10,10,41215,439360,0,0,0,0,0,0,0,0,0,1147728
1147643,2,230615,10,10,31740,429485,0,0,0,0,0,0,0,0,0,1147643
1147128,2,221005,10,10,22400,419600,0,0,0,0,0,0,0,0,0,1147128
1147021,2,211465,10,10,13235,409685,0,0,0,0,0,0,0,0,0,1147021
1147306,2,202005,10,10,4275,399725,0,0,0,0,0,0,0,0,0,1147306
1147402,2,192645,10,10,5,389700,0,0,0,0,0,0,0,0,0,1147402
1147309,2,183385,10,10,5,379570,0,0,0,0,0,0,0,0,0,1147309
1142823,2,174250,10,10,5,369320,0,0,0,0,0,0,0,0,0,1142823
1141464,2,165245,10,10,5,358900,0,0,0,0,0,0,0,0,0,1141464
1142499,2,156385,10,10,5,348270,0,0,0,0,0,0,0,0,0,1142499
1141714,2,147690,10,10,5,337395,0,0,0,0,0,0,0,0,0,1141714
1141558,2,139170,10,10,5,326230,0,0,0,0,0,0,0,0,0,1141558
1141935,2,130840,10,10,5,314730,0,0,0,0,0,0,0,0,0,1141935
1142318,2,122720,10,10,5,302880,0,0,0,0,0,0,0,0,0,1142318
1142176,2,98835,10,10,5,274645,0,0,0,0,0,0,0,0,0,1142176
1142329,2,89540,10,10,5,260365,0,0,0,0,0,0,0,0,0,1142329
