542669,Y,7010,20,20,5608,8412,4290,2110,27032023,06072022,31032023,2,0,0,0
542670,Y,3017,5,5,2867,3167,1385,412,31032023,06072022,31032023,2,0,0,0
542671,Y,1000,10,10,900,1100,0,0,,,,2,0,0,0
542672,Y,1000,10,10,900,1100,0,0,,,,2,0,0,0
542673,Y,1000,10,10,900,1100,0,0,,,,2,0,0,0
542674,Y,1000,10,10,900,1100,0,0,,,,2,0,0,0
542675,Y,1000,10,10,900,1100,0,0,,,,2,0,0,0
542676,Y,1000,10,10,900,1100,0,0,,,,2,0,0,0
542677,Y,898,5,5,854,942,1800,613,28122022,06072022,29032023,2,0,0,0
542912,Y,1000,10,10,900,1100,0,0,,,,2,0,0,0
542913,Y,1000,10,10,900,1100,0,0,,,,2,0,0,0
542914,Y,1000,10,10,900,1100,0,0,,,,2,0,0,0
542916,Y,1000,10,10,900,1100,0,0,,,,2,0,0,0
542917,Y,1000,10,10,900,1100,0,0,,,,2,0,0,0
542918,Y,2364,5,5,2246,2482,4325,1600,05042022,31052022,31032023,2,0,0,0
543171,Y,408,5,5,388,428,1337,101,20012023,18042022,27032023,2,0,0,0
543480,Y,5155,20,20,4124,6186,5213,4163,31032023,06022023,31032023,2,0,0,0
543481,Y,1130,20,20,904,1356,1305,951,28072022,20062022,31032023,2,0,0,0
543483,Y,1000,10,10,900,1100,0,0,,,,2,0,0,0
543484,Y,900,10,10,810,990,900,900,21092022,21092022,21092022,2,0,0,0
543485,Y,1000,10,10,900,1100,0,0,,,,2,0,0,0
543486,Y,1000,10,10,900,1100,0,0,,,,2,0,0,0
543487,Y,1000,10,10,900,1100,0,0,,,,2,0,0,0
543488,Y,1000,10,10,900,1100,0,0,,,,2,0,0,0
543490,Y,10569,20,20,8456,12682,3865,1432,30082022,28032023,31032023,2,0,0,0
543491,Y,1000,10,10,900,1100,0,0,,,,2,0,0,0
543492,Y,1000,10,10,900,1100,0,0,,,,2,0,0,0
543493,Y,1000,10,10,900,1100,0,0,,,,2,0,0,0
543494,Y,1000,10,10,900,1100,0,0,,,,2,0,0,0
543495,Y,1000,10,10,900,1100,0,0,,,,2,0,0,0
543496,Y,1000,10,10,900,1100,0,0,,,,2,0,0,0
543506,Y,1000,10,10,900,1100,0,0,,,,2,0,0,0
543507,Y,1000,10,10,900,1100,0,0,,,,2,0,0,0
543508,Y,1000,10,10,900,1100,0,0,,,,2,0,0,0
543509,Y,1000,10,10,900,1100,0,0,,,,2,0,0,0
543510,Y,1000,10,10,900,1100,0,0,,,,2,0,0,0
543511,Y,1099,10,10,990,1208,0,0,,,,2,0,0,0
543557,Y,1000,10,10,900,1100,0,0,,,,2,0,0,0
543558,Y,1000,10,10,900,1100,0,0,,,,2,0,0,0
543559,Y,1000,10,10,900,1100,0,0,,,,2,0,0,0
543560,Y,1000,10,10,900,1100,0,0,,,,2,0,0,0
543561,Y,1000,10,10,900,1100,0,0,,,,2,0,0,0
543562,Y,1000,10,10,900,1100,0,0,,,,2,0,0,0
543563,Y,2187,20,20,1749,2624,2823,2122,24102022,20032023,31032023,2,0,0,0
543568,Y,1825,20,20,1460,2190,2200,1705,12082022,21032023,31032023,2,0,0,0
543569,Y,17009,20,20,13607,20410,19610,16785,30012023,15032023,31032023,2,0,0,0
543570,Y,37408,20,20,29926,44889,50298,36900,27012023,28022023,31032023,2,0,0,0
543571,Y,5101,20,20,4080,6121,6104,4911,23082022,30092022,31032023,2,0,0,0
543572,Y,6954,20,20,5563,8344,7280,5190,28122022,01092022,31032023,2,0,0,0
543574,Y,1390,20,20,1112,1668,1670,1365,16112022,29032023,31032023,2,0,0,0
543575,Y,1809,20,20,1447,2170,2129,1750,05122022,28022023,31032023,2,0,0,0
543576,Y,4748,20,20,3798,5697,5250,3920,16092022,29092022,29032023,2,0,0,0
543577,Y,11434,20,20,9147,13720,14058,11010,12092022,27092022,31032023,2,0,0,0
543584,Y,1030,10,10,927,1133,0,0,,,,2,0,0,0
543585,Y,1000,10,10,900,1100,0,0,,,,2,0,0,0
543586,Y,1000,10,10,900,1100,0,0,,,,2,0,0,0
543587,Y,1000,10,10,900,1100,0,0,,,,2,0,0,0
543588,Y,1000,10,10,900,1100,0,0,,,,2,0,0,0
543589,Y,1000,10,10,900,1100,0,0,,,,2,0,0,0
543590,Y,1224,5,5,1163,1285,1550,136,15032023,13092022,31032023,2,0,0,0
543627,Y,12814,20,20,10251,15376,14600,12455,06012023,18102022,31032023,2,0,0,0
543628,Y,18063,20,20,14450,21675,21492,17704,06022023,28032023,31032023,2,0,0,0
543629,Y,1000,10,10,900,1100,0,0,,,,2,0,0,0
543630,Y,1000,10,10,900,1100,0,0,,,,2,0,0,0
543631,Y,1000,10,10,900,1100,0,0,,,,2,0,0,0
543632,Y,1000,10,10,900,1100,0,0,,,,2,0,0,0
543633,Y,1000,10,10,900,1100,0,0,,,,2,0,0,0
543634,Y,1000,10,10,900,1100,0,0,,,,2,0,0,0
543725,Y,22350,20,20,17880,26820,24475,11670,30122022,29032023,31032023,2,0,0,0
543726,Y,1000,10,10,900,1100,0,0,,,,2,0,0,0
543727,Y,1000,10,10,900,1100,0,0,,,,2,0,0,0
543728,Y,1000,10,10,900,1100,0,0,,,,2,0,0,0
543729,Y,1000,10,10,900,1100,0,0,,,,2,0,0,0
543730,Y,1000,10,10,900,1100,0,0,,,,2,0,0,0
543731,Y,1000,10,10,900,1100,0,0,,,,2,0,0,0
543732,Y,8287,20,20,6630,9944,11670,8620,04012023,29032023,31032023,2,0,0,0
